state,action,successor,state_rank,successor_rank,abstract_state,abstract_successor,state_comp_states,successor_comp_states,component_names,is_controllable_action,action_has_index,successor_is_deadlock,successor_is_error,is_uncontrollable_state,is_uncontrollable_successor
2628,down,2817,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.3.4--, Dispatcher_SafeChecking, 0:Piece_Pos.4.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.3.4--, Dispatcher_Play, 0:Piece_Pos.4.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[11, 4, 15, 0, 0, 0, 0, 0]","[11, 104, 15, 0, 0, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,false,false,false,false,false
2629,0.getPos.2.4,2630,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.3.4--, Dispatcher_Play, 0:Piece_Pos.4.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.3.4--, Dispatcher_Play, 0:Piece_Pos.4.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[11, 5, 15, 0, 0, 0, 0, 0]","[11, 18, 15, 0, 0, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,true,true,false,false,false
2631,0.getPos.2.4,2632,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.3.4--, Dispatcher_Play, 0:Piece_Pos.4.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.3.4--, Dispatcher_Play, 0:Piece_Pos.4.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[11, 38, 15, 0, 0, 0, 0, 0]","[11, 51, 15, 0, 0, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,true,false,false,false,false
2632,0.setPos.2.3,2633,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.3.4--, Dispatcher_Play, 0:Piece_Pos.4.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.3.4--, Dispatcher_Dispatcher, 0:Piece_Pos.1.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[11, 51, 15, 0, 0, 0, 0, 0]","[11, 0, 3, 0, 0, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,true,false,false,false,false
2633,startSafeCheck,2634,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.3.4--, Dispatcher_Dispatcher, 0:Piece_Pos.1.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.3.4--, Dispatcher_SafeChecking, 0:Piece_Pos.1.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckPiece.0-CheckTwoPieces.0.1, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[11, 0, 3, 0, 0, 0, 0, 0]","[11, 1, 3, 0, 1, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,false,false,false,false,false
2634,0.getPos.2.3,2635,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.3.4--, Dispatcher_SafeChecking, 0:Piece_Pos.1.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckPiece.0-CheckTwoPieces.0.1, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.3.4--, Dispatcher_SafeChecking, 0:Piece_Pos.1.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckTwoPieces.0.0, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[11, 1, 3, 0, 1, 0, 0, 0]","[11, 1, 3, 0, 7, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,true,false,false,false,false
2635,1.getPos.4.3,2636,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.3.4--, Dispatcher_SafeChecking, 0:Piece_Pos.1.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckTwoPieces.0.0, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.3.4--, Dispatcher_SafeChecking, 0:Piece_Pos.1.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckTwoPieces.1.0, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[11, 1, 3, 0, 7, 0, 0, 0]","[11, 1, 3, 0, 3, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,true,false,false,false,false
2636,checkSafeOk,2637,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.3.4--, Dispatcher_SafeChecking, 0:Piece_Pos.1.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckTwoPieces.1.0, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.3.4--, Dispatcher_LiveChecking, 0:Piece_Pos.1.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[11, 1, 3, 0, 3, 0, 0, 0]","[11, 2, 3, 0, 0, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,false,false,false,false,false
2637,startLiveCheck,2638,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.3.4--, Dispatcher_LiveChecking, 0:Piece_Pos.1.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.3.4--, Dispatcher_Play, 0:Piece_Pos.1.4--, CheckLive_CheckWinPos.1, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckWinPos.1, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[11, 2, 3, 0, 0, 0, 0, 0]","[11, 3, 3, 1, 0, 1, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,false,false,false,false,false
2638,1.getPos.4.3,2639,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.3.4--, Dispatcher_Play, 0:Piece_Pos.1.4--, CheckLive_CheckWinPos.1, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckWinPos.1, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.3.4--, Dispatcher_Play, 0:Piece_Pos.1.4--, CheckLive_CheckWinPos.2-Win, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckWinPos.2-Win, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[11, 3, 3, 1, 0, 1, 0, 0]","[11, 3, 3, 2, 0, 2, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,true,false,false,false,false
2639,checkLiveDone,2640,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.3.4--, Dispatcher_Play, 0:Piece_Pos.1.4--, CheckLive_CheckWinPos.2-Win, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckWinPos.2-Win, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.3.4--, Dispatcher_SafeChecking, 0:Piece_Pos.1.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[11, 3, 3, 2, 0, 2, 0, 0]","[11, 4, 3, 0, 0, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,false,false,false,false,false
2640,left,2643,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.3.4--, Dispatcher_SafeChecking, 0:Piece_Pos.1.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.3.4--, Dispatcher_Play, 0:Piece_Pos.1.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[11, 4, 3, 0, 0, 0, 0, 0]","[11, 38, 3, 0, 0, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,false,false,false,false,false
2640,up,2779,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.3.4--, Dispatcher_SafeChecking, 0:Piece_Pos.1.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.3.4--, Dispatcher_Play, 0:Piece_Pos.1.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[11, 4, 3, 0, 0, 0, 0, 0]","[11, 71, 3, 0, 0, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,false,false,false,false,false
2640,right,2641,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.3.4--, Dispatcher_SafeChecking, 0:Piece_Pos.1.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.3.4--, Dispatcher_Play, 0:Piece_Pos.1.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[11, 4, 3, 0, 0, 0, 0, 0]","[11, 5, 3, 0, 0, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,false,false,false,false,false
2640,down,2813,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.3.4--, Dispatcher_SafeChecking, 0:Piece_Pos.1.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.3.4--, Dispatcher_Play, 0:Piece_Pos.1.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[11, 4, 3, 0, 0, 0, 0, 0]","[11, 104, 3, 0, 0, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,false,false,false,false,false
2641,0.getPos.2.3,2642,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.3.4--, Dispatcher_Play, 0:Piece_Pos.1.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.3.4--, Dispatcher_Play, 0:Piece_Pos.1.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[11, 5, 3, 0, 0, 0, 0, 0]","[11, 10, 3, 0, 0, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,true,false,false,false,false
2642,0.setPos.2.4,2621,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.3.4--, Dispatcher_Play, 0:Piece_Pos.1.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.3.4--, Dispatcher_Dispatcher, 0:Piece_Pos.4.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[11, 10, 3, 0, 0, 0, 0, 0]","[11, 0, 15, 0, 0, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,true,false,false,false,false
2643,0.getPos.2.3,2644,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.3.4--, Dispatcher_Play, 0:Piece_Pos.1.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.3.4--, Dispatcher_Play, 0:Piece_Pos.1.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[11, 38, 3, 0, 0, 0, 0, 0]","[11, 43, 3, 0, 0, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,true,false,false,false,false
2644,0.setPos.2.2,2645,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.3.4--, Dispatcher_Play, 0:Piece_Pos.1.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.3.4--, Dispatcher_Dispatcher, 0:Piece_Pos.2.3--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[11, 43, 3, 0, 0, 0, 0, 0]","[11, 0, 6, 0, 0, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,true,false,false,false,false
2645,startSafeCheck,2646,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.3.4--, Dispatcher_Dispatcher, 0:Piece_Pos.2.3--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.3.4--, Dispatcher_SafeChecking, 0:Piece_Pos.2.3--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckPiece.0-CheckTwoPieces.0.1, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[11, 0, 6, 0, 0, 0, 0, 0]","[11, 1, 6, 0, 1, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,false,false,false,false,false
2646,0.getPos.2.2,2647,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.3.4--, Dispatcher_SafeChecking, 0:Piece_Pos.2.3--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckPiece.0-CheckTwoPieces.0.1, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.3.4--, Dispatcher_SafeChecking, 0:Piece_Pos.2.3--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckTwoPieces.0.0, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[11, 1, 6, 0, 1, 0, 0, 0]","[11, 1, 6, 0, 10, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,true,false,false,false,false
2647,1.getPos.4.3,2648,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.3.4--, Dispatcher_SafeChecking, 0:Piece_Pos.2.3--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckTwoPieces.0.0, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.3.4--, Dispatcher_SafeChecking, 0:Piece_Pos.2.3--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckTwoPieces.1.0, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[11, 1, 6, 0, 10, 0, 0, 0]","[11, 1, 6, 0, 3, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,true,false,false,false,false
2648,checkSafeOk,2649,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.3.4--, Dispatcher_SafeChecking, 0:Piece_Pos.2.3--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckTwoPieces.1.0, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.3.4--, Dispatcher_LiveChecking, 0:Piece_Pos.2.3--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[11, 1, 6, 0, 3, 0, 0, 0]","[11, 2, 6, 0, 0, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,false,false,false,false,false
2649,startLiveCheck,2650,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.3.4--, Dispatcher_LiveChecking, 0:Piece_Pos.2.3--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.3.4--, Dispatcher_Play, 0:Piece_Pos.2.3--, CheckLive_CheckWinPos.1, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckWinPos.1, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[11, 2, 6, 0, 0, 0, 0, 0]","[11, 3, 6, 1, 0, 1, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,false,false,false,false,false
2650,1.getPos.4.3,2651,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.3.4--, Dispatcher_Play, 0:Piece_Pos.2.3--, CheckLive_CheckWinPos.1, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckWinPos.1, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.3.4--, Dispatcher_Play, 0:Piece_Pos.2.3--, CheckLive_CheckWinPos.2-Win, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckWinPos.2-Win, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[11, 3, 6, 1, 0, 1, 0, 0]","[11, 3, 6, 2, 0, 2, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,true,false,false,false,false
2651,checkLiveDone,2652,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.3.4--, Dispatcher_Play, 0:Piece_Pos.2.3--, CheckLive_CheckWinPos.2-Win, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckWinPos.2-Win, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.3.4--, Dispatcher_SafeChecking, 0:Piece_Pos.2.3--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[11, 3, 6, 2, 0, 2, 0, 0]","[11, 4, 6, 0, 0, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,false,false,false,false,false
2652,left,2655,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.3.4--, Dispatcher_SafeChecking, 0:Piece_Pos.2.3--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.3.4--, Dispatcher_Play, 0:Piece_Pos.2.3--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[11, 4, 6, 0, 0, 0, 0, 0]","[11, 38, 6, 0, 0, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,false,false,false,false,false
2652,up,2721,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.3.4--, Dispatcher_SafeChecking, 0:Piece_Pos.2.3--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.3.4--, Dispatcher_Play, 0:Piece_Pos.2.3--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[11, 4, 6, 0, 0, 0, 0, 0]","[11, 71, 6, 0, 0, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,false,false,false,false,false
2652,right,2653,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.3.4--, Dispatcher_SafeChecking, 0:Piece_Pos.2.3--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.3.4--, Dispatcher_Play, 0:Piece_Pos.2.3--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[11, 4, 6, 0, 0, 0, 0, 0]","[11, 5, 6, 0, 0, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,false,false,false,false,false
2652,down,2723,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.3.4--, Dispatcher_SafeChecking, 0:Piece_Pos.2.3--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.3.4--, Dispatcher_Play, 0:Piece_Pos.2.3--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[11, 4, 6, 0, 0, 0, 0, 0]","[11, 104, 6, 0, 0, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,false,false,false,false,false
2653,0.getPos.2.2,2654,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.3.4--, Dispatcher_Play, 0:Piece_Pos.2.3--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.3.4--, Dispatcher_Play, 0:Piece_Pos.2.3--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[11, 5, 6, 0, 0, 0, 0, 0]","[11, 11, 6, 0, 0, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,true,false,false,false,false
2654,0.setPos.2.3,2633,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.3.4--, Dispatcher_Play, 0:Piece_Pos.2.3--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.3.4--, Dispatcher_Dispatcher, 0:Piece_Pos.1.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[11, 11, 6, 0, 0, 0, 0, 0]","[11, 0, 3, 0, 0, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,true,false,false,false,false
